Date,Close,High,Low,Open,Volume
2021-01-03,133.35000610351562,133.6199951171875,132.22999572753906,132.22999572753906,1498
2021-01-04,129.6999969482422,133.66000366210938,127.47000122070312,133.35000610351562,12946
2021-01-05,130.9600067138672,131.6699981689453,129.3800048828125,129.6999969482422,6312
2021-01-06,126.93000030517578,131.3300018310547,126.93000030517578,130.9600067138672,2724
2021-01-07,131.3800048828125,131.50999450683594,126.94000244140625,126.94000244140625,4628
2021-01-08,133.05999755859375,133.2100067138672,130.94000244140625,131.3800048828125,6089
2021-01-09,133.08999633789062,133.16000366210938,131.52000427246094,133.05999755859375,699
2021-01-10,132.22000122070312,133.1300048828125,132.0800018310547,133.1199951171875,4
2021-01-11,129.82000732421875,133.02999877929688,129.22999572753906,132.2100067138672,2859
2021-01-12,128.9499969482422,130.17999267578125,127.33000183105469,129.82000732421875,3977
2021-01-13,131.5500030517578,132.30999755859375,128.58999633789062,128.9499969482422,30455
2021-01-14,129.63999938964844,131.8000030517578,129.19000244140625,131.5500030517578,15817
2021-01-15,127.08000183105469,130.19000244140625,127.08000183105469,129.63999938964844,18309
2021-01-16,127.33000183105469,127.37999725341797,126.16999816894531,127.08000183105469,932
2021-01-17,127.1500015258789,127.41000366210938,126.02999877929688,127.30999755859375,1116
2021-01-18,127.63999938964844,127.9000015258789,127.12000274658203,127.16000366210938,4872
2021-01-19,128.1999969482422,128.72000122070312,127.04000091552734,127.63999938964844,1364
2021-01-20,132.82000732421875,132.8800048828125,128.1699981689453,128.2100067138672,2981
2021-01-21,137.02000427246094,137.3800048828125,132.33999633789062,132.82000732421875,1954
2021-01-22,139.66000366210938,139.7899932861328,135.5399932861328,137.02000427246094,1505
2021-01-23,138.5800018310547,140.0,138.5800018310547,139.66000366210938,926
2021-01-24,140.5800018310547,140.86000061035156,138.5800018310547,138.5800018310547,676
2021-01-25,142.82000732421875,145.24000549316406,137.36000061035156,140.5800018310547,57067
2021-01-26,143.3800048828125,144.1300048828125,141.6199951171875,142.82000732421875,2456
2021-01-27,141.10000610351562,144.77999877929688,140.69000244140625,143.3800048828125,8675
2021-01-28,136.60000610351562,142.99000549316406,136.60000610351562,141.2100067138672,8323
2021-01-29,132.2100067138672,136.6999969482422,130.6300048828125,136.60000610351562,11885
2021-01-30,132.02000427246094,132.4600067138672,131.6199951171875,132.2100067138672,642
2021-01-31,131.9600067138672,132.24000549316406,131.94000244140625,132.02000427246094,1595
2021-02-01,134.17999267578125,135.38999938964844,131.47000122070312,131.9600067138672,4329
2021-02-02,135.58999633789062,136.02000427246094,134.17999267578125,134.17999267578125,2612
2021-02-03,137.0,137.72999572753906,133.97999572753906,135.58999633789062,1450
2021-02-04,137.1699981689453,137.61000061035156,134.9199981689453,137.0,8063
2021-02-05,136.92999267578125,138.3800048828125,136.19000244140625,137.14999389648438,29146
2021-02-06,137.6199951171875,138.0,136.47000122070312,136.9199981689453,22096
2021-02-07,136.75999450683594,137.80999755859375,136.47000122070312,137.6199951171875,11647
2021-02-08,136.67999267578125,137.85000610351562,135.47000122070312,136.75999450683594,26456
2021-02-09,136.25,138.0,136.1199951171875,136.55999755859375,14117
2021-02-10,135.86000061035156,137.2899932861328,134.86000061035156,136.25,6047
2021-02-11,134.9600067138672,136.36000061035156,134.00999450683594,135.57000732421875,3884
2021-02-12,135.33999633789062,135.52000427246094,133.97000122070312,134.9600067138672,2957
2021-02-13,136.13999938964844,136.66000366210938,135.0399932861328,135.33999633789062,37427
2021-02-14,135.50999450683594,136.1699981689453,135.24000549316406,136.13999938964844,58
2021-02-15,135.64999389648438,136.67999267578125,135.33999633789062,135.52000427246094,6056
2021-02-16,133.14999389648438,136.3800048828125,133.0500030517578,135.64999389648438,7470
2021-02-17,131.11000061035156,133.30999755859375,129.77999877929688,133.1300048828125,8537
2021-02-18,129.47999572753906,131.22000122070312,127.81999969482422,131.11000061035156,21336
2021-02-19,130.08999633789062,131.41000366210938,129.08999633789062,129.47999572753906,60911
2021-02-20,130.27000427246094,130.44000244140625,129.4600067138672,130.08999633789062,4824
2021-02-21,130.00999450683594,130.3000030517578,129.4600067138672,130.27000427246094,1089
2021-02-22,126.6500015258789,130.22999572753906,125.83000183105469,130.02000427246094,34029
2021-02-23,125.83000183105469,126.69999694824219,119.9000015258789,126.5199966430664,29324
2021-02-24,125.52999877929688,127.41999816894531,122.68000030517578,125.83000183105469,21808
2021-02-25,120.88999938964844,126.05999755859375,120.83000183105469,125.52999877929688,45485
2021-02-26,122.08999633789062,125.04000091552734,120.0,120.94999694824219,12618
2021-02-27,122.16999816894531,122.18000030517578,122.08999633789062,122.08999633789062,1264
2021-02-28,122.16999816894531,122.18000030517578,121.5,122.16999816894531,417
2021-03-01,128.6199951171875,128.6699981689453,121.80000305175781,122.16999816894531,13280
2021-03-02,125.51000213623047,129.0,125.29000091552734,128.6199951171875,6204
2021-03-03,121.81999969482422,126.7300033569336,121.81999969482422,125.51000213623047,16922
2021-03-04,119.6500015258789,123.30999755859375,118.9000015258789,121.76000213623047,5801
2021-03-05,121.2699966430664,122.08000183105469,117.76000213623047,119.62000274658203,21826
2021-03-06,121.3499984741211,122.12000274658203,121.19000244140625,121.2699966430664,839
2021-03-07,122.23999786376953,122.9800033569336,121.33999633789062,121.33999633789062,1733
2021-03-08,117.27999877929688,122.29000091552734,116.51000213623047,122.23999786376953,22864
2021-03-09,121.3499984741211,122.18000030517578,117.0,117.27999877929688,10642
2021-03-10,120.4800033569336,122.20999908447266,119.87999725341797,121.30000305175781,27659
2021-03-11,122.4800033569336,123.62999725341797,120.04000091552734,120.5,143660
2021-03-12,121.7300033569336,122.8499984741211,119.55000305175781,122.44999694824219,108161
2021-03-13,121.87999725341797,121.88999938964844,120.70999908447266,121.87999725341797,10630
2021-03-14,121.79000091552734,121.87999725341797,120.7300033569336,121.87999725341797,255
2021-03-15,124.20999908447266,124.6500015258789,120.79000091552734,121.6500015258789,11660
2021-03-16,125.52999877929688,127.33999633789062,124.1500015258789,124.20999908447266,8039
2021-03-17,124.97000122070312,125.97000122070312,122.63999938964844,125.51000213623047,15179
2021-03-18,120.91000366210938,125.47000122070312,120.75,124.95999908447266,25159
2021-03-19,120.58999633789062,121.91999816894531,120.0199966430664,120.88999938964844,16556
2021-03-20,120.5999984741211,120.5999984741211,119.80000305175781,120.58999633789062,1190
2021-03-21,119.98999786376953,120.5999984741211,119.79000091552734,120.5999984741211,1637
2021-03-22,123.2699966430664,124.0199966430664,119.80000305175781,120.0,4588
2021-03-23,122.77999877929688,124.31999969482422,122.45999908447266,123.2699966430664,7400
2021-03-24,120.47000122070312,123.55000305175781,120.1500015258789,122.80000305175781,21678
2021-03-25,120.86000061035156,121.73999786376953,118.94999694824219,120.5,4659
2021-03-26,120.93000030517578,121.7300033569336,119.23999786376953,120.87000274658203,1881
2021-03-27,120.83000183105469,121.62000274658203,120.81999969482422,120.93000030517578,601
2021-03-28,121.37999725341797,121.62000274658203,120.81999969482422,120.83000183105469,1403
2021-03-29,121.72000122070312,122.5999984741211,120.69999694824219,121.37999725341797,1133
2021-03-30,120.05000305175781,121.91000366210938,119.16999816894531,121.70999908447266,102890
2021-03-31,122.62000274658203,123.69999694824219,119.94000244140625,120.05000305175781,233204
2021-04-01,123.0199966430664,124.29000091552734,122.54000091552734,122.62000274658203,5762
2021-04-02,123.5999984741211,124.04000091552734,122.80000305175781,122.9800033569336,4638
2021-04-03,123.62000274658203,123.7699966430664,122.80999755859375,123.5999984741211,8148
2021-04-04,123.16999816894531,123.63999938964844,122.80999755859375,123.62000274658203,2999
2021-04-05,126.81999969482422,126.83999633789062,122.9800033569336,123.16999816894531,4105
2021-04-06,126.62000274658203,127.26000213623047,125.61000061035156,126.83999633789062,129533
2021-04-07,128.3699951171875,128.3699951171875,125.41999816894531,126.62000274658203,19165
2021-04-08,130.74000549316406,130.83999633789062,128.27999877929688,128.30999755859375,9878
2021-04-09,132.67999267578125,133.3000030517578,129.61000061035156,130.83999633789062,71099
2021-04-10,132.52000427246094,133.52999877929688,132.47999572753906,132.67999267578125,3651
2021-04-11,133.1999969482422,133.6999969482422,132.44000244140625,132.52000427246094,1973
2021-04-12,131.4600067138672,133.30999755859375,130.94000244140625,133.1999969482422,8674
2021-04-13,134.57000732421875,134.97000122070312,130.83999633789062,131.47999572753906,4462
2021-04-14,132.5500030517578,135.05999755859375,131.97999572753906,134.58999633789062,8079
2021-04-15,134.52000427246094,134.8800048828125,132.5,132.58999633789062,3961
2021-04-16,134.57000732421875,135.02000427246094,133.44000244140625,134.5399932861328,2234
2021-04-17,133.5500030517578,134.52999877929688,133.3699951171875,134.52999877929688,32933
2021-04-18,133.72000122070312,134.8000030517578,133.52999877929688,133.5500030517578,38913
2021-04-19,135.2100067138672,135.89999389648438,132.5,133.75,47442
2021-04-20,132.39999389648438,135.4499969482422,131.97999572753906,135.2100067138672,52559
2021-04-21,133.22000122070312,133.64999389648438,131.49000549316406,132.38999938964844,14133
2021-04-22,132.07000732421875,134.02000427246094,131.55999755859375,133.25,25406
2021-04-23,133.97999572753906,134.99000549316406,130.5800018310547,132.07000732421875,74179
2021-04-24,134.6199951171875,134.63999938964844,133.97999572753906,133.97999572753906,23745
2021-04-25,134.1699981689453,134.72000122070312,133.88999938964844,134.6199951171875,126808
2021-04-26,134.61000061035156,134.99000549316406,133.63999938964844,134.1699981689453,16626
2021-04-27,134.72000122070312,135.7899932861328,134.25,134.63999938964844,106879
2021-04-28,136.64999389648438,139.22999572753906,133.1699981689453,134.72000122070312,211509
2021-04-29,132.88999938964844,138.10000610351562,132.6199951171875,136.64999389648438,133434
2021-04-30,131.0500030517578,133.47999572753906,131.0,132.99000549316406,46129
2021-05-01,132.1199951171875,132.19000244140625,131.14999389648438,131.92999267578125,25853
2021-05-02,131.4199981689453,132.1199951171875,131.16000366210938,132.11000061035156,3102
2021-05-03,132.5,134.0,131.4199981689453,131.4199981689453,12959
2021-05-04,127.56999969482422,132.5,126.73999786376953,132.5,25920
2021-05-05,128.22999572753906,130.33999633789062,127.56999969482422,127.56999969482422,106071
2021-05-06,129.77999877929688,129.99000549316406,127.37000274658203,128.22000122070312,31081
2021-05-07,130.3300018310547,131.75999450683594,129.66000366210938,129.83999633789062,6930
2021-05-08,130.97000122070312,131.02999877929688,130.13999938964844,130.3300018310547,4885
2021-05-09,130.42999267578125,131.02000427246094,130.11000061035156,130.97000122070312,2177
2021-05-10,126.55000305175781,130.77000427246094,126.54000091552734,130.4199981689453,32994
2021-05-11,125.5999984741211,126.6500015258789,123.08000183105469,126.55000305175781,37147
2021-05-12,122.91000366210938,126.01000213623047,122.3499984741211,125.5999984741211,36806
2021-05-13,124.83999633789062,126.02999877929688,122.01000213623047,122.91000366210938,29816
2021-05-14,127.3499984741211,128.02000427246094,124.9000015258789,124.9000015258789,2774
2021-05-15,127.4800033569336,128.22999572753906,127.45999908447266,128.1999969482422,1550
2021-05-16,128.07000732421875,128.22999572753906,127.47000122070312,127.4800033569336,3671
2021-05-17,126.3499984741211,128.19000244140625,125.27999877929688,128.08999633789062,13287
2021-05-18,124.8499984741211,127.52999877929688,124.8499984741211,126.3499984741211,2155
2021-05-19,124.43000030517578,124.91000366210938,122.2699966430664,124.83000183105469,11807
2021-05-20,127.5,127.80000305175781,124.38999938964844,124.43000030517578,3296
2021-05-21,125.37000274658203,128.22999572753906,125.37000274658203,127.48999786376953,654
2021-05-22,125.02999877929688,125.91999816894531,125.01000213623047,125.37000274658203,2118
2021-05-23,125.54000091552734,125.91000366210938,124.9800033569336,125.02999877929688,2054
2021-05-24,127.6500015258789,128.02000427246094,125.3499984741211,125.54000091552734,1627
2021-05-25,127.0999984741211,128.35000610351562,126.55000305175781,127.6500015258789,688
2021-05-26,127.11000061035156,127.88999938964844,126.66999816894531,127.0999984741211,2391
2021-05-27,125.97000122070312,127.69999694824219,125.63999938964844,127.11000061035156,862
2021-05-28,124.62000274658203,126.68000030517578,124.62000274658203,125.97000122070312,3033
2021-05-29,125.2300033569336,125.2300033569336,124.62000274658203,124.62000274658203,1534
2021-05-30,125.11000061035156,125.2699966430664,124.43000030517578,125.2300033569336,3325
2021-05-31,124.75,125.2300033569336,124.16999816894531,125.12000274658203,4822
2021-06-01,124.4000015258789,125.58999633789062,124.0199966430664,124.73999786376953,18610
2021-06-02,125.12999725341797,126.48999786376953,124.12999725341797,124.38999938964844,7291
2021-06-03,123.80999755859375,125.37999725341797,123.4000015258789,125.12999725341797,4405
2021-06-04,126.52999877929688,126.52999877929688,123.3499984741211,123.9000015258789,8665
2021-06-05,126.56999969482422,126.5999984741211,126.27999877929688,126.52999877929688,782
2021-06-06,126.27999877929688,126.58000183105469,126.27999877929688,126.56999969482422,2209
2021-06-07,126.06999969482422,126.56999969482422,125.12000274658203,126.27999877929688,7755
2021-06-08,127.11000061035156,128.6300048828125,126.08999633789062,126.0999984741211,8993
2021-06-09,127.16999816894531,127.83999633789062,126.80999755859375,127.05000305175781,4138
2021-06-10,126.77999877929688,128.3800048828125,126.23999786376953,127.16999816894531,5844
2021-06-11,127.3499984741211,127.66000366210938,126.45999908447266,126.77999877929688,113
2021-06-12,127.83999633789062,127.83999633789062,127.16999816894531,127.3499984741211,836
2021-06-13,127.87999725341797,127.95999908447266,127.18000030517578,127.83999633789062,453
2021-06-14,130.37640380859375,130.77000427246094,127.44999694824219,127.87999725341797,345
2021-06-15,132.07769775390625,132.07769775390625,129.6699981689453,130.6699981689453,2830
2021-06-16,129.63999938964844,131.07000732421875,129.32000732421875,130.05999755859375,3114
2021-06-17,132.07000732421875,132.75999450683594,129.27999877929688,129.58999633789062,21376
2021-06-18,130.35000610351562,132.10000610351562,130.35000610351562,132.07000732421875,28225
2021-06-19,130.5800018310547,130.74000549316406,129.4499969482422,130.35000610351562,421
2021-06-20,130.0,130.74000549316406,129.4199981689453,130.5800018310547,306
2021-06-21,132.25,132.38999938964844,129.38999938964844,130.0,7849
2021-06-22,133.88999938964844,134.24000549316406,131.52999877929688,132.25,18808
2021-06-23,133.6999969482422,134.24000549316406,133.3800048828125,133.88999938964844,8193
2021-06-24,133.35000610351562,134.5399932861328,133.00999450683594,133.88999938964844,6037
2021-06-25,133.42999267578125,133.83999633789062,132.72999572753906,133.35000610351562,13583
2021-06-26,133.57000732421875,133.57000732421875,132.63999938964844,133.4199981689453,2170
2021-06-27,133.41000366210938,133.5800018310547,132.63999938964844,133.57000732421875,23978
2021-06-28,134.8300018310547,135.25,132.91000366210938,133.39999389648438,44085
2021-06-29,136.27000427246094,136.52999877929688,134.2899932861328,134.8300018310547,1396
2021-06-30,137.27000427246094,137.3800048828125,135.52999877929688,136.27000427246094,23102
2021-07-01,137.3300018310547,137.6999969482422,135.8699951171875,137.27999877929688,12788
2021-07-02,139.52999877929688,140.0500030517578,136.99000549316406,137.32000732421875,77675
2021-07-03,140.47999572753906,140.66000366210938,139.52999877929688,139.52999877929688,11422
2021-07-04,140.13999938964844,140.52999877929688,140.13999938964844,140.47999572753906,19811
2021-07-05,140.25,140.7100067138672,139.8000030517578,140.16000366210938,10631
2021-07-06,142.05999755859375,143.11000061035156,139.49000549316406,140.25,8323
2021-07-07,144.8699951171875,144.8699951171875,142.0500030517578,142.05999755859375,15516
2021-07-08,143.25,144.91000366210938,141.0,144.8699951171875,96758
2021-07-09,145.4199981689453,145.6300048828125,142.5,143.19000244140625,7293
2021-07-10,145.5800018310547,145.5800018310547,144.67999267578125,145.4199981689453,759
2021-07-11,145.32000732421875,145.58999633789062,144.69000244140625,145.5800018310547,5886
2021-07-12,144.6199951171875,146.32000732421875,144.1300048828125,145.32000732421875,1547
2021-07-13,145.6300048828125,147.4499969482422,143.67999267578125,144.6199951171875,41946
2021-07-14,149.3000030517578,149.55999755859375,145.3300018310547,145.6300048828125,22122
2021-07-15,148.25999450683594,150.0,147.1699981689453,149.35000610351562,29425
2021-07-16,145.8800048828125,149.7100067138672,145.8800048828125,148.2899932861328,24649
2021-07-17,146.38999938964844,146.39999389648438,145.8800048828125,145.8800048828125,41487
2021-07-18,146.0500030517578,146.4600067138672,145.52000427246094,146.38999938964844,3335
2021-07-19,142.86000061035156,146.05999755859375,141.86000061035156,146.0399932861328,31669
2021-07-20,146.22000122070312,146.97000122070312,142.88999938964844,142.88999938964844,242502
2021-07-21,145.74000549316406,146.74000549316406,144.83999633789062,146.22000122070312,114120
2021-07-22,147.0,148.08999633789062,145.25,145.74000549316406,153589
2021-07-23,148.83999633789062,148.83999633789062,146.99000549316406,147.0399932861328,38009
2021-07-24,147.67999267578125,148.83999633789062,147.67999267578125,148.83999633789062,63336
2021-07-25,148.60000610351562,148.7899932861328,147.60000610351562,147.67999267578125,1602
2021-07-26,149.05999755859375,149.80999755859375,147.4600067138672,148.60000610351562,217490
2021-07-27,148.36000061035156,154.0,145.58999633789062,149.05999755859375,481794
2021-07-28,145.22999572753906,148.67999267578125,142.7899932861328,148.36000061035156,480325
2021-07-29,144.57000732421875,146.52999877929688,144.5,145.22999572753906,8610
2021-07-30,146.3000030517578,146.32000732421875,143.85000610351562,144.5,17972
2021-07-31,145.58999633789062,146.58999633789062,145.3000030517578,146.3000030517578,1250
2021-08-01,145.8800048828125,146.61000061035156,145.5800018310547,145.58999633789062,1451
2021-08-02,145.25999450683594,147.10000610351562,144.97000122070312,145.8800048828125,29882
2021-08-03,147.2899932861328,148.0399932861328,145.25999450683594,145.25999450683594,451632
2021-08-04,146.8800048828125,147.8699951171875,146.36000061035156,147.2899932861328,6181
2021-08-05,146.83999633789062,147.83999633789062,146.4199981689453,146.88999938964844,68462
2021-08-06,146.50999450683594,147.2100067138672,145.5,146.85000610351562,5969
2021-08-07,146.14999389648438,146.58999633789062,145.44000244140625,146.50999450683594,1838
2021-08-08,146.16000366210938,146.4499969482422,145.35000610351562,146.14999389648438,29554
2021-08-09,146.14999389648438,146.57000732421875,145.60000610351562,146.16000366210938,7438
2021-08-10,145.72000122070312,147.61000061035156,145.39999389648438,146.14999389648438,25116
2021-08-11,145.8000030517578,146.6300048828125,145.07000732421875,145.72000122070312,15160
2021-08-12,149.1300048828125,149.13999938964844,145.39999389648438,145.8000030517578,160567
2021-08-13,149.42999267578125,149.5800018310547,148.3699951171875,149.0,65208
2021-08-14,148.5,149.47000122070312,148.47000122070312,149.4600067138672,2521
2021-08-15,148.66000366210938,149.44000244140625,148.47000122070312,148.5,3663
2021-08-16,151.72999572753906,151.72999572753906,146.74000549316406,148.67999267578125,268148
2021-08-17,149.80999755859375,151.85000610351562,149.16000366210938,151.72999572753906,60565
2021-08-18,146.50999450683594,150.82000732421875,145.63999938964844,149.80999755859375,26468
2021-08-19,146.8300018310547,147.97999572753906,144.4199981689453,146.5500030517578,39248
2021-08-20,147.8300018310547,148.47000122070312,145.9499969482422,146.77999877929688,41539
2021-08-21,148.8300018310547,148.83999633789062,147.77000427246094,147.8300018310547,1269
2021-08-22,148.47999572753906,149.02999877929688,147.88999938964844,148.8300018310547,2440
2021-08-23,149.88999938964844,150.1300048828125,148.08999633789062,148.47999572753906,28050
2021-08-24,149.5,150.77999877929688,149.41000366210938,149.89999389648438,3402
2021-08-25,148.52999877929688,150.19000244140625,147.8699951171875,149.5,25867
2021-08-26,147.77000427246094,149.02999877929688,147.60000610351562,148.52999877929688,9217
2021-08-27,148.4600067138672,148.72000122070312,146.9499969482422,147.77000427246094,523
2021-08-28,148.08999633789062,149.02999877929688,148.07000732421875,148.4600067138672,8220
2021-08-29,149.0,149.02999877929688,148.08999633789062,148.08999633789062,86
2021-08-30,153.08999633789062,153.49000549316406,148.39999389648438,149.0,78781
2021-08-31,152.1199951171875,153.74000549316406,151.4499969482422,153.08999633789062,44607
2021-09-01,153.16000366210938,154.94000244140625,152.0800018310547,152.11000061035156,32444
2021-09-02,153.47999572753906,154.66000366210938,152.52000427246094,153.16000366210938,26923
2021-09-03,154.3699951171875,154.57000732421875,153.33999633789062,153.47999572753906,46757
2021-09-04,154.86000061035156,154.8699951171875,153.74000549316406,154.3699951171875,23855
2021-09-05,154.52000427246094,155.1699981689453,154.0,154.86000061035156,754
2021-09-06,154.49000549316406,158.0,154.0,154.5399932861328,1197
2021-09-07,156.91000366210938,157.27000427246094,154.00999450683594,154.49000549316406,15659
2021-09-08,154.91000366210938,157.36000061035156,154.2100067138672,156.91000366210938,37924
2021-09-09,154.4499969482422,156.14999389648438,154.0,154.91000366210938,195172
2021-09-10,148.6699981689453,155.39999389648438,148.6699981689453,154.4499969482422,229463
2021-09-11,149.17999267578125,149.1999969482422,148.24000549316406,148.6699981689453,4905
2021-09-12,149.24000549316406,149.24000549316406,148.24000549316406,149.17999267578125,1935
2021-09-13,149.52999877929688,151.30999755859375,148.8000030517578,149.24000549316406,21050
2021-09-14,148.10000610351562,150.91000366210938,147.13999938964844,149.52999877929688,98819
2021-09-15,148.85000610351562,149.4199981689453,146.60000610351562,148.08999633789062,27456
2021-09-16,148.82000732421875,149.02999877929688,147.39999389648438,148.85000610351562,1664
2021-09-17,145.4600067138672,148.94000244140625,145.4600067138672,148.82000732421875,24072
2021-09-18,144.89999389648438,146.42999267578125,144.89999389648438,145.4600067138672,2474
2021-09-19,145.97999572753906,146.42999267578125,144.77999877929688,144.89999389648438,1364
2021-09-20,143.27000427246094,145.97999572753906,141.52999877929688,145.97999572753906,82312
2021-09-21,143.4199981689453,145.1699981689453,142.80999755859375,143.25,13093
2021-09-22,146.3699951171875,146.39999389648438,142.72999572753906,143.47999572753906,24964
2021-09-23,147.11000061035156,147.8000030517578,145.86000061035156,146.3699951171875,16656
2021-09-24,146.72999572753906,147.61000061035156,145.57000732421875,147.08999633789062,4773
2021-09-25,147.52999877929688,147.60000610351562,146.44000244140625,146.72999572753906,1200
2021-09-26,147.22999572753906,147.7100067138672,146.38999938964844,147.52999877929688,1888
2021-09-27,145.27999877929688,147.77000427246094,144.0,147.25,6237
2021-09-28,142.19000244140625,145.3800048828125,141.8800048828125,145.27000427246094,16037
2021-09-29,143.33999633789062,144.5,142.1699981689453,142.22999572753906,4454
2021-09-30,142.05999755859375,145.1300048828125,141.3699951171875,143.33999633789062,2583
2021-10-01,142.22000122070312,142.91000366210938,139.35000610351562,142.00999450683594,13906
2021-10-02,142.27000427246094,143.3800048828125,142.0800018310547,142.22000122070312,2793
2021-10-03,142.5500030517578,143.4199981689453,142.08999633789062,142.25,3837
2021-10-04,139.63999938964844,142.94000244140625,138.4499969482422,142.5500030517578,29865
2021-10-05,140.94000244140625,142.25,138.92999267578125,139.4499969482422,5654
2021-10-06,142.42999267578125,142.99000549316406,138.5,140.94000244140625,13939
2021-10-07,143.2899932861328,144.35000610351562,142.25999450683594,142.41000366210938,2422
2021-10-08,143.4499969482422,144.52999877929688,142.67999267578125,143.41000366210938,1600
2021-10-09,142.32000732421875,144.16000366210938,142.00999450683594,143.42999267578125,2119
2021-10-10,143.27999877929688,143.6699981689453,142.32000732421875,142.32000732421875,2135
2021-10-11,142.9600067138672,144.74000549316406,141.6199951171875,143.3800048828125,4938
2021-10-12,139.86000061035156,143.52999877929688,139.6999969482422,142.9600067138672,12375
2021-10-13,141.14999389648438,141.4199981689453,139.1300048828125,139.8800048828125,19125
2021-10-14,144.3300018310547,144.3300018310547,141.02999877929688,141.16000366210938,14008
2021-10-15,144.5800018310547,144.91000366210938,143.6999969482422,144.3300018310547,7565
2021-10-16,145.63999938964844,145.83999633789062,144.4499969482422,144.4600067138672,1155
2021-10-17,144.5,145.8300018310547,144.5,145.63999938964844,901
2021-10-18,146.97999572753906,146.97999572753906,143.38999938964844,144.5,3461
2021-10-19,148.72000122070312,149.1699981689453,146.52999877929688,146.97999572753906,9057
2021-10-20,149.0800018310547,149.77999877929688,148.16000366210938,148.72000122070312,14197
2021-10-21,149.13999938964844,150.0800018310547,141.58999633789062,149.0800018310547,17006
2021-10-22,149.19000244140625,150.3000030517578,148.22999572753906,149.05999755859375,15628
2021-10-23,148.74000549316406,150.0,147.69000244140625,149.17999267578125,1763
2021-10-24,147.91000366210938,148.9499969482422,147.66000366210938,148.74000549316406,1412
2021-10-25,148.47999572753906,149.36000061035156,147.85000610351562,147.9199981689453,44784
2021-10-26,149.47999572753906,150.80999755859375,148.39999389648438,148.49000549316406,17192
2021-10-27,149.33999633789062,149.8800048828125,148.75999450683594,149.47999572753906,5058
2021-10-28,147.4499969482422,153.2100067138672,145.0,149.33999633789062,55730
2021-10-29,149.8000030517578,150.10000610351562,146.02999877929688,147.47999572753906,15558
2021-10-30,150.75,150.75999450683594,149.4199981689453,149.8000030517578,7659
2021-10-31,150.1199951171875,150.75,149.5500030517578,150.6199951171875,14781
2021-11-01,148.67999267578125,150.61000061035156,148.07000732421875,150.1199951171875,18323
2021-11-02,150.08999633789062,151.52999877929688,148.22000122070312,148.6699981689453,1802
2021-11-03,152.17999267578125,152.1999969482422,149.7100067138672,150.11000061035156,17300
2021-11-04,150.77000427246094,152.5399932861328,150.5,152.13999938964844,60238
2021-11-05,151.7100067138672,152.02000427246094,150.3800048828125,150.77000427246094,3270
2021-11-06,151.3800048828125,151.72999572753906,150.5399932861328,151.7100067138672,2440
2021-11-07,150.6699981689453,151.72999572753906,150.52999877929688,151.3800048828125,1672
2021-11-08,150.5500030517578,151.97000122070312,150.16000366210938,150.6699981689453,124853
2021-11-09,150.7899932861328,151.41000366210938,149.6999969482422,150.5399932861328,35688
2021-11-10,148.4199981689453,151.1300048828125,147.5,150.77000427246094,45109
2021-11-11,147.94000244140625,149.07000732421875,147.4199981689453,148.25,130686
2021-11-12,150.4499969482422,150.4499969482422,147.5,147.94000244140625,116485
